Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Units	Exposure_Units	Methylation_Array	Tissue	Further_Details	N	N_Cohorts	Age	Sex	Ancestry	StudyID
Gadd DA	Generation Scotland	35945220	31/07/2022	GBP6 protein levels (SeqId = 7818-101)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	GBP6 protein levels (SeqId = 7818-101)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Guanylate-binding protein 6	774	1	Adults (18-65 years)	Both	European	Gadd-DA_gbp6_protein_levels__seqid___7818-101__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	C1D protein levels (SeqId = 7821-6)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	C1D protein levels (SeqId = 7821-6)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Nuclear nucleic acid-binding protein C1D	774	1	Adults (18-65 years)	Both	European	Gadd-DA_c1d_protein_levels__seqid___7821-6__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	HRASLS2 protein levels (SeqId = 7822-11)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	HRASLS2 protein levels (SeqId = 7822-11)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: HRAS-like suppressor 2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_hrasls2_protein_levels__seqid___7822-11__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ST6GALNAC2 protein levels (SeqId = 7823-22)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ST6GALNAC2 protein levels (SeqId = 7823-22)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_st6galnac2_protein_levels__seqid___7823-22__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	MSRB3 protein levels (SeqId = 7824-88)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MSRB3 protein levels (SeqId = 7824-88)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Methionine-R-sulfoxide reductase B3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_msrb3_protein_levels__seqid___7824-88__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ABHD12 protein levels (SeqId = 7825-7)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ABHD12 protein levels (SeqId = 7825-7)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Lysophosphatidylserine lipase ABHD12	774	1	Adults (18-65 years)	Both	European	Gadd-DA_abhd12_protein_levels__seqid___7825-7__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	DCLK3 protein levels (SeqId = 7826-1)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	DCLK3 protein levels (SeqId = 7826-1)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Serine/threonine-protein kinase DCLK3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_dclk3_protein_levels__seqid___7826-1__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ADAM32 protein levels (SeqId = 7827-20)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ADAM32 protein levels (SeqId = 7827-20)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Disintegrin and metalloproteinase domain-containing protein 32	774	1	Adults (18-65 years)	Both	European	Gadd-DA_adam32_protein_levels__seqid___7827-20__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	BNIP3L protein levels (SeqId = 7835-2)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	BNIP3L protein levels (SeqId = 7835-2)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	774	1	Adults (18-65 years)	Both	European	Gadd-DA_bnip3l_protein_levels__seqid___7835-2__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SMR3A protein levels (SeqId = 7838-27)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SMR3A protein levels (SeqId = 7838-27)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Submaxillary gland androgen-regulated protein 3A	774	1	Adults (18-65 years)	Both	European	Gadd-DA_smr3a_protein_levels__seqid___7838-27__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	FAM19A3 protein levels (SeqId = 7839-99)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	FAM19A3 protein levels (SeqId = 7839-99)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Chemokine-like protein TAFA-3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_fam19a3_protein_levels__seqid___7839-99__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ESAM protein levels (SeqId = 7841-84)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ESAM protein levels (SeqId = 7841-84)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Endothelial cell-selective adhesion molecule	774	1	Adults (18-65 years)	Both	European	Gadd-DA_esam_protein_levels__seqid___7841-84__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SERF1A protein levels (SeqId = 7842-52)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SERF1A protein levels (SeqId = 7842-52)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Small EDRK-rich factor 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_serf1a_protein_levels__seqid___7842-52__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PSG11 protein levels (SeqId = 7846-44)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PSG11 protein levels (SeqId = 7846-44)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Pregnancy-specific beta-1-glycoprotein 11	774	1	Adults (18-65 years)	Both	European	Gadd-DA_psg11_protein_levels__seqid___7846-44__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	QPCT protein levels (SeqId = 7849-3)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	QPCT protein levels (SeqId = 7849-3)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Glutaminyl-peptide cyclotransferase	774	1	Adults (18-65 years)	Both	European	Gadd-DA_qpct_protein_levels__seqid___7849-3__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	COX4I2 protein levels (SeqId = 7850-1)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	COX4I2 protein levels (SeqId = 7850-1)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Cytochrome c oxidase subunit 4 isoform 2, mitochondrial	774	1	Adults (18-65 years)	Both	European	Gadd-DA_cox4i2_protein_levels__seqid___7850-1__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ANKRD46 protein levels (SeqId = 7851-30)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ANKRD46 protein levels (SeqId = 7851-30)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Ankyrin repeat domain-containing protein 46	774	1	Adults (18-65 years)	Both	European	Gadd-DA_ankrd46_protein_levels__seqid___7851-30__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	MTIF3 protein levels (SeqId = 7852-9)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MTIF3 protein levels (SeqId = 7852-9)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Translation initiation factor IF-3, mitochondrial	774	1	Adults (18-65 years)	Both	European	Gadd-DA_mtif3_protein_levels__seqid___7852-9__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SCO1 protein levels (SeqId = 7853-19)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SCO1 protein levels (SeqId = 7853-19)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein SCO1 homolog, mitochondrial	774	1	Adults (18-65 years)	Both	European	Gadd-DA_sco1_protein_levels__seqid___7853-19__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	NCR3LG1 protein levels (SeqId = 7854-38)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	NCR3LG1 protein levels (SeqId = 7854-38)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Natural cytotoxicity triggering receptor 3 ligand 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_ncr3lg1_protein_levels__seqid___7854-38__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	FAM151A protein levels (SeqId = 7856-51)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	FAM151A protein levels (SeqId = 7856-51)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein FAM151A	774	1	Adults (18-65 years)	Both	European	Gadd-DA_fam151a_protein_levels__seqid___7856-51__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	NTS protein levels (SeqId = 7857-22)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	NTS protein levels (SeqId = 7857-22)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Neurotensin/neuromedin N	774	1	Adults (18-65 years)	Both	European	Gadd-DA_nts_protein_levels__seqid___7857-22__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	HERC4 protein levels (SeqId = 7860-9)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	HERC4 protein levels (SeqId = 7860-9)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Probable E3 ubiquitin-protein ligase HERC4	774	1	Adults (18-65 years)	Both	European	Gadd-DA_herc4_protein_levels__seqid___7860-9__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ROR2 protein levels (SeqId = 7861-9)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ROR2 protein levels (SeqId = 7861-9)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Tyrosine-protein kinase transmembrane receptor ROR2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_ror2_protein_levels__seqid___7861-9__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SIGLEC8 protein levels (SeqId = 7864-3)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SIGLEC8 protein levels (SeqId = 7864-3)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Sialic acid-binding Ig-like lectin 8	774	1	Adults (18-65 years)	Both	European	Gadd-DA_siglec8_protein_levels__seqid___7864-3__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PLA2G16 protein levels (SeqId = 7865-126)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PLA2G16 protein levels (SeqId = 7865-126)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: HRAS-like suppressor 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_pla2g16_protein_levels__seqid___7865-126__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	DNAJC30 protein levels (SeqId = 7866-11)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	DNAJC30 protein levels (SeqId = 7866-11)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: DnaJ homolog subfamily C member 30, mitochondrial	774	1	Adults (18-65 years)	Both	European	Gadd-DA_dnajc30_protein_levels__seqid___7866-11__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ST6GALNAC1 protein levels (SeqId = 7867-154)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ST6GALNAC1 protein levels (SeqId = 7867-154)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_st6galnac1_protein_levels__seqid___7867-154__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	TMEM132A protein levels (SeqId = 7871-16)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	TMEM132A protein levels (SeqId = 7871-16)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Transmembrane protein 132A	774	1	Adults (18-65 years)	Both	European	Gadd-DA_tmem132a_protein_levels__seqid___7871-16__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PLEK protein levels (SeqId = 7875-86)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PLEK protein levels (SeqId = 7875-86)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Pleckstrin	774	1	Adults (18-65 years)	Both	European	Gadd-DA_plek_protein_levels__seqid___7875-86__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	CYP3A4 protein levels (SeqId = 7879-12)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	CYP3A4 protein levels (SeqId = 7879-12)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Cytochrome P450 3A4	774	1	Adults (18-65 years)	Both	European	Gadd-DA_cyp3a4_protein_levels__seqid___7879-12__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PSMA1 protein levels (SeqId = 7880-9)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PSMA1 protein levels (SeqId = 7880-9)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Proteasome subunit alpha type-1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_psma1_protein_levels__seqid___7880-9__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PARP16 protein levels (SeqId = 7881-244)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PARP16 protein levels (SeqId = 7881-244)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein mono-ADP-ribosyltransferase PARP16	774	1	Adults (18-65 years)	Both	European	Gadd-DA_parp16_protein_levels__seqid___7881-244__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SPTLC1 protein levels (SeqId = 7886-26)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SPTLC1 protein levels (SeqId = 7886-26)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Serine palmitoyltransferase 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_sptlc1_protein_levels__seqid___7886-26__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	COX5B protein levels (SeqId = 7887-57)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	COX5B protein levels (SeqId = 7887-57)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Cytochrome c oxidase subunit 5B, mitochondrial	774	1	Adults (18-65 years)	Both	European	Gadd-DA_cox5b_protein_levels__seqid___7887-57__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	COA3 protein levels (SeqId = 7888-58)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	COA3 protein levels (SeqId = 7888-58)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	774	1	Adults (18-65 years)	Both	European	Gadd-DA_coa3_protein_levels__seqid___7888-58__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	DPP10 protein levels (SeqId = 7890-68)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	DPP10 protein levels (SeqId = 7890-68)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Inactive dipeptidyl peptidase 10	774	1	Adults (18-65 years)	Both	European	Gadd-DA_dpp10_protein_levels__seqid___7890-68__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	UGT1A6 protein levels (SeqId = 7891-45)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	UGT1A6 protein levels (SeqId = 7891-45)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: UDP-glucuronosyltransferase 1-6	774	1	Adults (18-65 years)	Both	European	Gadd-DA_ugt1a6_protein_levels__seqid___7891-45__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	KIAA1467 protein levels (SeqId = 7892-132)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	KIAA1467 protein levels (SeqId = 7892-132)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein FAM234B	774	1	Adults (18-65 years)	Both	European	Gadd-DA_kiaa1467_protein_levels__seqid___7892-132__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	FGF3 protein levels (SeqId = 7894-155)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	FGF3 protein levels (SeqId = 7894-155)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Fibroblast growth factor 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_fgf3_protein_levels__seqid___7894-155__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	MRAP protein levels (SeqId = 7895-108)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MRAP protein levels (SeqId = 7895-108)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Melanocortin-2 receptor accessory protein	774	1	Adults (18-65 years)	Both	European	Gadd-DA_mrap_protein_levels__seqid___7895-108__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	DLG3 protein levels (SeqId = 7897-75)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	DLG3 protein levels (SeqId = 7897-75)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Disks large homolog 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_dlg3_protein_levels__seqid___7897-75__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	MDM1 protein levels (SeqId = 7898-29)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MDM1 protein levels (SeqId = 7898-29)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Nuclear protein MDM1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_mdm1_protein_levels__seqid___7898-29__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	VAMP3 protein levels (SeqId = 7903-18)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	VAMP3 protein levels (SeqId = 7903-18)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Vesicle-associated membrane protein 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_vamp3_protein_levels__seqid___7903-18__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	HP protein levels (SeqId = 7905-30)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	HP protein levels (SeqId = 7905-30)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Haptoglobin	774	1	Adults (18-65 years)	Both	European	Gadd-DA_hp_protein_levels__seqid___7905-30__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	LRFN1 protein levels (SeqId = 7910-41)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	LRFN1 protein levels (SeqId = 7910-41)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Leucine-rich repeat and fibronectin type III domain-containing protein 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_lrfn1_protein_levels__seqid___7910-41__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	S100A7 protein levels (SeqId = 7916-10)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	S100A7 protein levels (SeqId = 7916-10)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein S100-A7	774	1	Adults (18-65 years)	Both	European	Gadd-DA_s100a7_protein_levels__seqid___7916-10__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	CPD protein levels (SeqId = 7917-17)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	CPD protein levels (SeqId = 7917-17)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Carboxypeptidase D	774	1	Adults (18-65 years)	Both	European	Gadd-DA_cpd_protein_levels__seqid___7917-17__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	AMY1A protein levels (SeqId = 7918-114)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	AMY1A protein levels (SeqId = 7918-114)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Alpha-amylase 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_amy1a_protein_levels__seqid___7918-114__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ST8SIA2 protein levels (SeqId = 7920-30)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ST8SIA2 protein levels (SeqId = 7920-30)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Alpha-2,8-sialyltransferase 8B	774	1	Adults (18-65 years)	Both	European	Gadd-DA_st8sia2_protein_levels__seqid___7920-30__somascan_protein_measurement
